profile_id,condition,gender,age_band,race,education,income,party
synthetic_11537,Interview Prof. Sebille,Female,60+,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Other
synthetic_11538,Consensus,Male,45-59,Hispanic / Latino,Less than high school,"Less than $30,000",Other
synthetic_11539,Corporate reliance,Male,18-29,Hispanic / Latino,Some college or Associate's degree,"$56,000 to $99,999",Democrat
synthetic_11540,Former skeptics,Female,18-29,Black / African American,Some college or Associate's degree,"$100,000 to $167,999",Independent
synthetic_11541,Interview Prof. Maraun,Female,45-59,Hispanic / Latino,Less than high school,"$56,000 to $99,999",Democrat
synthetic_11542,Model accuracy,Male,60+,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican
synthetic_11543,Interview Prof. Sebille,Male,18-29,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Democrat
synthetic_11544,Peer-review,Female,45-59,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Independent
synthetic_11545,Oil industry misinformation,Female,60+,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Independent
synthetic_11546,Funding,Female,30-44,Hispanic / Latino,Less than high school,"$30,000 to $55,999",Democrat
synthetic_11547,Interview Prof. Sebille,Female,60+,White / Caucasian,Doctorate degree / Ph.D.,"$168,000 or more",Independent
synthetic_11548,Corporate reliance,Other,60+,White / Caucasian,Bachelor's degree,"$168,000 or more",Democrat
synthetic_11549,Portrait Prof. Cherry,Male,60+,Black / African American,Less than high school,"$30,000 to $55,999",Independent
synthetic_11550,High public trust,Male,45-59,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Republican
synthetic_11551,control,Female,18-29,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Independent
synthetic_11552,Funding,Female,60+,Hispanic / Latino,High school diploma / GED,"$30,000 to $55,999",Independent
synthetic_11553,Consensus,Male,45-59,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican
synthetic_11554,Extreme weather predictions,Female,45-59,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Independent
synthetic_11555,Social justice,Female,60+,Hispanic / Latino,High school diploma / GED,"$30,000 to $55,999",Republican
synthetic_11556,Interview Prof. Sebille,Male,60+,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican
synthetic_11557,Measurement & modeling (1),Female,60+,Black / African American,Less than high school,"$100,000 to $167,999",Democrat
synthetic_11558,High public trust,Female,18-29,Black / African American,Some college or Associate's degree,"$100,000 to $167,999",Democrat
synthetic_11559,Model accuracy,Male,30-44,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican
synthetic_11560,Extreme weather predictions,Male,18-29,White / Caucasian,High school diploma / GED,"$168,000 or more",Democrat
synthetic_11561,Former skeptics,Female,60+,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Other
synthetic_11562,Consensus,Female,18-29,Hispanic / Latino,Less than high school,"Less than $30,000",Independent
synthetic_11563,Measurement & modeling (1),Female,60+,Hispanic / Latino,High school diploma / GED,"$168,000 or more",Democrat
synthetic_11564,Peer-review,Female,18-29,Other,High school diploma / GED,"$100,000 to $167,999",Independent
synthetic_11565,Former skeptics,Male,30-44,Hispanic / Latino,High school diploma / GED,"$56,000 to $99,999",Republican
synthetic_11566,Model accuracy,Male,60+,White / Caucasian,High school diploma / GED,"$168,000 or more",Other
synthetic_11567,control,Female,30-44,Hispanic / Latino,Bachelor's degree,"Less than $30,000",Independent
synthetic_11568,Model accuracy,Female,30-44,White / Caucasian,Master's degree / Professional degree,"Less than $30,000",Independent
synthetic_11569,Consensus,Male,30-44,Asian / Asian American,Bachelor's degree,"$100,000 to $167,999",Republican
synthetic_11570,control,Male,60+,Asian / Asian American,Bachelor's degree,"$168,000 or more",Republican
synthetic_11571,Social justice,Male,30-44,Hispanic / Latino,Some college or Associate's degree,"$100,000 to $167,999",Other
synthetic_11572,Corporate reliance,Male,45-59,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Democrat
synthetic_11573,control,Female,60+,Hispanic / Latino,High school diploma / GED,"Less than $30,000",Independent
synthetic_11574,Funding,Female,60+,Hispanic / Latino,Less than high school,"$100,000 to $167,999",Republican
synthetic_11575,Peer-review,Male,60+,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Independent
synthetic_11576,Interview Prof. Maraun,Female,45-59,Black / African American,Less than high school,"$30,000 to $55,999",Independent
synthetic_11577,Funding,Male,60+,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican
synthetic_11578,Corporate reliance,Female,60+,White / Caucasian,Less than high school,"$56,000 to $99,999",Republican
synthetic_11579,Peer-review,Male,45-59,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Republican
synthetic_11580,Measurement & modeling (1),Female,60+,Black / African American,Some college or Associate's degree,"Less than $30,000",Democrat
synthetic_11581,Social justice,Female,60+,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican
synthetic_11582,Scientist community helpers,Male,45-59,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Independent
synthetic_11583,Peer-review,Female,60+,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Independent
synthetic_11584,Extreme weather predictions,Female,60+,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Democrat
synthetic_11585,Corporate reliance,Female,60+,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Democrat
synthetic_11586,Interview Prof. Maraun,Female,60+,Hispanic / Latino,Master's degree / Professional degree,"$56,000 to $99,999",Democrat
synthetic_11587,Interview Prof. Sebille,Female,45-59,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Independent
synthetic_11588,Social justice,Male,30-44,White / Caucasian,Master's degree / Professional degree,"$168,000 or more",Republican
synthetic_11589,Funding,Male,60+,White / Caucasian,Bachelor's degree,"$168,000 or more",Republican
synthetic_11590,control,Male,60+,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Republican
synthetic_11591,Oil industry misinformation,Female,60+,White / Caucasian,Master's degree / Professional degree,"$56,000 to $99,999",Other
synthetic_11592,Interview Prof. Sebille,Male,60+,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Republican
synthetic_11593,Scientist community helpers,Male,60+,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Independent
synthetic_11594,Former skeptics,Male,18-29,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Republican
synthetic_11595,Model accuracy,Female,45-59,Hispanic / Latino,High school diploma / GED,"$100,000 to $167,999",Democrat
synthetic_11596,Measurement & modeling (1),Female,30-44,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Independent
synthetic_11597,Scientist community helpers,Male,60+,White / Caucasian,Bachelor's degree,"$168,000 or more",Republican
synthetic_11598,control,Female,60+,White / Caucasian,Less than high school,"$100,000 to $167,999",Republican
synthetic_11599,Interview Prof. Sebille,Female,60+,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Independent
synthetic_11600,Social justice,Female,18-29,White / Caucasian,Less than high school,"$30,000 to $55,999",Democrat
synthetic_11601,Social justice,Female,45-59,White / Caucasian,Master's degree / Professional degree,"$56,000 to $99,999",Democrat
synthetic_11602,Model accuracy,Female,30-44,White / Caucasian,Master's degree / Professional degree,"$30,000 to $55,999",Republican
synthetic_11603,control,Male,45-59,Black / African American,High school diploma / GED,"Less than $30,000",Other
synthetic_11604,Corporate reliance,Male,18-29,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Republican
synthetic_11605,Oil industry misinformation,Female,30-44,White / Caucasian,Less than high school,"$168,000 or more",Republican
synthetic_11606,Portrait Prof. Cherry,Male,60+,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Republican
synthetic_11607,Extreme weather predictions,Male,60+,Hispanic / Latino,Some college or Associate's degree,"Less than $30,000",Other
synthetic_11608,Model accuracy,Female,60+,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Democrat
synthetic_11609,Interview Prof. Maraun,Male,60+,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Democrat
synthetic_11610,Peer-review,Male,60+,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Other
synthetic_11611,Interview Prof. Sebille,Male,60+,White / Caucasian,Less than high school,"Less than $30,000",Republican
synthetic_11612,Interview Prof. Maraun,Male,60+,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Independent
synthetic_11613,Oil industry misinformation,Female,30-44,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Democrat
synthetic_11614,Consensus,Female,45-59,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Independent
synthetic_11615,Corporate reliance,Female,45-59,White / Caucasian,Bachelor's degree,"$168,000 or more",Democrat
synthetic_11616,Extreme weather predictions,Male,45-59,Black / African American,Bachelor's degree,"$56,000 to $99,999",Democrat
synthetic_11617,Interview Prof. Maraun,Female,18-29,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Independent
synthetic_11618,Interview Prof. Sebille,Male,60+,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Independent
synthetic_11619,High public trust,Male,45-59,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Democrat
synthetic_11620,High public trust,Male,18-29,Hispanic / Latino,Less than high school,"$100,000 to $167,999",Other
synthetic_11621,Consensus,Male,30-44,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Republican
synthetic_11622,Peer-review,Female,30-44,White / Caucasian,Doctorate degree / Ph.D.,"$168,000 or more",Other
synthetic_11623,High public trust,Male,18-29,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Other
synthetic_11624,Peer-review,Female,30-44,White / Caucasian,Master's degree / Professional degree,"$168,000 or more",Republican
synthetic_11625,Corporate reliance,Male,18-29,Hispanic / Latino,High school diploma / GED,"$56,000 to $99,999",Democrat
synthetic_11626,Scientist community helpers,Female,18-29,Other,Some college or Associate's degree,"$100,000 to $167,999",Independent
synthetic_11627,Extreme weather predictions,Female,18-29,Asian / Asian American,Some college or Associate's degree,"$168,000 or more",Democrat
synthetic_11628,control,Female,60+,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Democrat
synthetic_11629,control,Male,18-29,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Independent
synthetic_11630,Peer-review,Female,60+,White / Caucasian,High school diploma / GED,"Less than $30,000",Democrat
synthetic_11631,High public trust,Female,60+,Black / African American,Master's degree / Professional degree,"Less than $30,000",Other
synthetic_11632,Scientist community helpers,Female,60+,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican
synthetic_11633,Measurement & modeling (2),Male,45-59,Hispanic / Latino,Less than high school,"$56,000 to $99,999",Republican
synthetic_11634,Scientist community helpers,Female,60+,White / Caucasian,High school diploma / GED,"$168,000 or more",Independent
synthetic_11635,Oil industry misinformation,Female,45-59,Asian / Asian American,Some college or Associate's degree,"$100,000 to $167,999",Democrat
synthetic_11636,High public trust,Female,60+,Hispanic / Latino,Some college or Associate's degree,"$56,000 to $99,999",Democrat
synthetic_11637,Social justice,Female,30-44,White / Caucasian,Master's degree / Professional degree,"Less than $30,000",Independent
synthetic_11638,Measurement & modeling (1),Male,18-29,Hispanic / Latino,High school diploma / GED,"$30,000 to $55,999",Independent
synthetic_11639,Measurement & modeling (1),Male,18-29,Black / African American,Bachelor's degree,"$30,000 to $55,999",Democrat
synthetic_11640,High public trust,Female,45-59,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican
synthetic_11641,Measurement & modeling (1),Male,18-29,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican
synthetic_11642,Oil industry misinformation,Male,18-29,White / Caucasian,High school diploma / GED,"$168,000 or more",Independent
synthetic_11643,Interview Prof. Sebille,Female,30-44,White / Caucasian,Master's degree / Professional degree,"$30,000 to $55,999",Independent
synthetic_11644,Measurement & modeling (2),Male,30-44,White / Caucasian,Less than high school,"$56,000 to $99,999",Republican
synthetic_11645,Scientist community helpers,Female,60+,White / Caucasian,Master's degree / Professional degree,"$56,000 to $99,999",Republican
